Entity,Code,Year,Deaths - Neoplasms - Sex: Both - Age: Under 5 (Rate),Deaths - Neoplasms - Sex: Both - Age: Age-standardized (Rate),Deaths - Neoplasms - Sex: Both - Age: All Ages (Rate),Deaths - Neoplasms - Sex: Both - Age: 70+ years (Rate),Deaths - Neoplasms - Sex: Both - Age: 5-14 years (Rate),Deaths - Neoplasms - Sex: Both - Age: 50-69 years (Rate),Deaths - Neoplasms - Sex: Both - Age: 15-49 years (Rate),Deaths - Prostate cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Breast cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Pancreatic cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Brain and nervous system cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Lip and oral cavity cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Colon and rectum cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Gallbladder and biliary tract cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Liver cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Larynx cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Ovarian cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Thyroid cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Uterine cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Bladder cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Cervical cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Kidney cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Stomach cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Nasopharynx cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Testicular cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Other pharynx cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Esophageal cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Non-melanoma skin cancer - Sex: Both - Age: Age-standardized (Rate),"Deaths - Tracheal, bronchus, and lung cancer - Sex: Both - Age: Age-standardized (Rate)"
Australasia,,1992,4.691717543,157.6767506,191.0830507,1366.627601,4.415535929,420.7827853,29.62209018,10.70823474,12.95257597,6.920999425,4.573343228,2.346107627,22.70040698,2.403892487,2.211196337,1.164354416,3.51554109,0.360650773,1.546861943,3.599977589,2.283960193,3.388066665,8.001997781,0.75420732,0.154922973,1.163390862,4.106574991,1.596652161,30.1113179
Australasia,,1993,4.576995304,156.0819262,191.5431651,1368.166021,4.288345731,411.2308244,29.29108422,11.0491393,12.72443784,6.877268257,4.537602491,2.286173074,22.32662567,2.352215628,2.300563034,1.120113455,3.478784656,0.351709816,1.526215902,3.554921411,2.177823839,3.398224063,7.704398172,0.742651443,0.147700611,1.133370016,4.094937552,1.628065246,29.61207392
Australasia,,1994,4.534237051,156.9280858,195.0434981,1387.477971,4.392331735,407.0225786,29.6689332,11.22009984,12.84304761,6.922290513,4.575742525,2.28728327,22.32547023,2.366597916,2.41860297,1.095284291,3.492928045,0.345024122,1.531782554,3.541383917,2.147356193,3.437762912,7.586903232,0.74604997,0.148655383,1.118697632,4.157312102,1.658845439,29.7210689
Australasia,,1995,4.345608693,155.5946686,195.8759132,1387.127722,4.368820193,397.0860515,29.68046035,11.09891348,12.68145047,6.922500206,4.566617534,2.254411589,22.00208339,2.343739253,2.515697094,1.058801289,3.484001849,0.33866341,1.523209661,3.527496912,2.066092155,3.416725119,7.399740403,0.730207693,0.153048838,1.09542903,4.148406287,1.678747664,29.49064375
Australasia,,1996,4.294975866,154.6841528,197.6869387,1390.516815,4.320351536,388.624523,29.70960411,10.82895871,12.50461028,6.970105753,4.578813212,2.24202789,21.81829056,2.328267527,2.645188049,1.037298117,3.467859147,0.337737992,1.513497795,3.495643329,1.980796416,3.430683373,7.235072045,0.730834726,0.147511085,1.089843303,4.171256718,1.690271804,29.29933472
Australasia,,1997,4.167679666,152.0021841,197.1905315,1376.080432,4.135801208,373.488358,29.48224625,10.44874279,12.25267788,6.935760815,4.544622912,2.176568046,21.3757661,2.294787399,2.766473292,0.998865654,3.408695627,0.335883519,1.497327856,3.445672081,1.892129381,3.401445487,6.995603334,0.704221672,0.14269665,1.064128709,4.126558661,1.657765917,28.68882462
Australasia,,1998,3.967158709,149.0954854,196.3723672,1363.931662,3.989178495,357.2846143,29.21136864,10.1997319,11.78698542,6.937544501,4.49376229,2.140034298,20.88792157,2.253594557,2.706438832,0.953243786,3.339624999,0.336797756,1.461388133,3.39507646,1.784595826,3.398174922,6.759246682,0.689234442,0.141540047,1.03937491,4.073734973,1.675656985,28.13603853
Australasia,,1999,3.917569299,146.4968978,196.0159553,1358.276161,3.907967348,342.4966367,28.85572386,9.981577818,11.38714158,6.89522266,4.463335036,2.07566135,20.46229254,2.182868929,2.824655272,0.923422629,3.267836343,0.340674417,1.430939715,3.358278256,1.681798772,3.385191021,6.529032557,0.667227273,0.141724747,1.022120117,4.043760508,1.676643502,27.62379568
Australasia,,2000,3.789270917,144.4518423,196.3204999,1353.875499,3.823836048,332.4667003,28.39103282,9.842244071,11.24886969,6.870149187,4.437601292,2.028962832,20.02302151,2.134603635,2.924156047,0.889971466,3.258179284,0.344061765,1.424772198,3.304790794,1.644594148,3.362864535,6.305284859,0.651167976,0.131023148,1.008054727,4.009505437,1.668132257,27.15087446
Australasia,,2001,3.733170469,142.1104132,196.4999249,1347.778542,3.689972956,323.5670233,27.60688476,9.728615062,10.95449727,6.842731721,4.381820768,1.979756969,19.51938777,2.084734878,3.008204615,0.858965708,3.215950518,0.34536862,1.402406238,3.268450304,1.5765639,3.341097059,6.083983183,0.632422168,0.125313474,0.986516562,3.983641673,1.668913915,26.71846985
Australasia,,2002,3.697054748,141.4930685,198.797862,1358.043442,3.598035753,320.1155484,27.61177358,9.670408509,10.96147392,6.9010948,4.36421102,1.955105994,19.17955328,2.061676916,3.139604912,0.829788003,3.238444708,0.357902806,1.426544879,3.234290356,1.550959593,3.336263999,5.991364464,0.626109189,0.123207088,0.970835883,4.012135925,1.675842798,26.60170711
Australasia,,2003,3.64643555,138.9331936,197.9744154,1346.651197,3.387246625,311.9317075,27.48921541,9.63541835,10.58738404,6.946003261,4.285274518,1.908681551,18.61890061,2.005065928,3.155518596,0.799181005,3.14871079,0.357713446,1.376198412,3.144173035,1.504082513,3.305952166,5.767463155,0.615911712,0.118522639,0.945443287,4.017402716,1.650856158,26.17256982
Australasia,,2004,3.649393347,136.5818595,197.422365,1337.820455,3.271260732,305.8103665,27.018212,9.571589449,10.3515895,6.974666692,4.215852256,1.838766798,18.04603432,1.952500015,3.251870867,0.765642425,3.132660953,0.363285866,1.354433052,3.070889068,1.465210928,3.30136877,5.54164157,0.60621144,0.112423819,0.920605369,3.977778982,1.612834901,25.77678194
Australasia,,2005,3.647977356,133.5368508,195.748079,1319.588371,3.17066536,299.0901638,26.42275504,9.509480158,9.905757219,6.987184967,4.149496899,1.79253657,17.44483245,1.89213788,3.353252081,0.733334667,3.028397321,0.362965299,1.307296206,2.991686577,1.401387637,3.27435657,5.28816801,0.59764844,0.112196069,0.906282455,3.927522262,1.611545382,25.18899405
Australasia,,2006,3.548312174,131.5605377,195.9158707,1314.216088,3.038886698,293.9349866,26.07042609,9.409920056,9.773710921,6.990866465,4.09225101,1.762229779,17.01999033,1.862399202,3.475633598,0.709511193,2.977905281,0.374278285,1.303848473,2.937054362,1.39653267,3.25709829,5.154811171,0.588096539,0.10759314,0.888757176,3.894293798,1.596586424,24.77664654
Australasia,,2007,3.472169366,132.3540654,199.9089459,1330.830409,3.028782316,296.9246941,26.1549468,9.421548443,9.792664996,7.168029893,4.131148646,1.788180607,17.02604652,1.879063091,3.655664212,0.708069519,2.973416134,0.385787598,1.316526734,2.933767567,1.403475137,3.293491914,5.139273821,0.590682774,0.109261325,0.899632478,3.951726834,1.624211418,25.04658702
Australasia,,2008,3.41869793,131.4244126,200.9841435,1333.186945,2.994052776,293.9219657,25.81780326,9.339095758,9.700924763,7.204883638,4.14849551,1.777777334,16.78845266,1.864412781,3.721188774,0.697052351,2.938768537,0.394560964,1.30909062,2.929979271,1.379215853,3.301284871,5.056046515,0.586216521,0.105445125,0.903033939,3.969283418,1.619743101,24.95059819
Australasia,,2009,3.371448202,129.5971277,200.45771,1316.34922,2.958557224,290.516384,25.82906991,9.089883901,9.703533654,7.205888475,4.140869486,1.7465641,16.3791109,1.836919703,3.868975504,0.671770084,2.914143196,0.400796562,1.306874664,2.894768583,1.363601393,3.293316706,4.900308016,0.574507768,0.103850384,0.907685441,3.920014067,1.617553254,24.46812763
Australasia,,2010,3.312699589,127.3725406,199.4735807,1301.190009,2.907670509,285.3302788,25.22773811,8.86885816,9.406927314,7.233919248,4.140339278,1.714323936,15.94824172,1.788698586,3.97738481,0.655543705,2.802775172,0.397471932,1.275057282,2.862999653,1.314317895,3.271397689,4.78515538,0.561948325,0.101726667,0.901020387,3.88682229,1.619640167,23.85418141
Australasia,,2011,3.111999598,125.7518092,199.6653368,1291.217881,2.822067366,282.2017661,24.52021124,8.607131813,9.388399934,7.215171661,4.121644097,1.71420653,15.66662989,1.777161153,4.079787351,0.626102742,2.768309692,0.408087317,1.281015932,2.828033043,1.302034452,3.272652731,4.653188631,0.55001818,0.096517072,0.895123948,3.839717141,1.648984947,23.44863773
Australasia,,2012,2.980119565,122.6340024,197.5121179,1261.631369,2.785174108,276.7446872,23.67553899,8.31988392,9.111494915,7.138016784,4.070729935,1.688144199,15.15769097,1.723118033,4.119389867,0.59794332,2.684847624,0.403375421,1.257588945,2.770396936,1.256452394,3.241041551,4.459580254,0.529485241,0.094759221,0.878506689,3.708641022,1.63353061,22.74883157
Australasia,,2013,3.019328161,121.1166829,197.5946782,1242.736171,2.763266646,276.0243689,23.43135787,8.080841115,9.039826561,7.109570934,4.063954586,1.686439924,14.85895677,1.680214417,4.21025955,0.584067969,2.652755705,0.404254389,1.250954777,2.725819647,1.236596241,3.232538796,4.354352952,0.519613929,0.090774263,0.875895607,3.661697098,1.643354332,22.3473515
Australasia,,2014,2.959194861,121.6631961,201.1868473,1244.705611,2.734655343,278.6855071,23.55631066,7.983095917,9.087576274,7.178441979,4.109846676,1.692968304,14.9126281,1.666785446,4.341973193,0.584988852,2.670750731,0.40895393,1.273141741,2.75392278,1.249763416,3.250383118,4.367706374,0.521172071,0.093016176,0.891086609,3.693730414,1.663837162,22.37568512
Australasia,,2015,2.952832679,121.7766204,204.1345262,1246.341603,2.793134567,278.8057012,23.74876299,8.043716311,9.024205111,7.220186158,4.141908203,1.668782695,14.96727524,1.650178049,4.37882179,0.58909291,2.642015024,0.403369738,1.281660556,2.783112981,1.245954064,3.22687958,4.427077579,0.527876303,0.094997124,0.891255565,3.718041019,1.680928324,22.15729884
Australasia,,2016,2.893789766,121.3777604,206.2155893,1236.619402,2.783316173,279.8228855,23.83801434,8.134611429,8.924944045,7.198128938,4.143025371,1.664023654,14.9646761,1.641769105,4.311768739,0.58974979,2.624028908,0.398352092,1.256626462,2.777666158,1.225268901,3.236751238,4.381877469,0.528527578,0.095411586,0.889759687,3.701754039,1.668384437,21.99277995
Australasia,,2017,2.900332987,122.7317189,211.6557011,1241.769748,2.74347063,284.1014127,23.56957467,8.28870517,8.908504376,7.281646134,4.170799957,1.678486727,15.19531641,1.651820151,4.309947095,0.604468174,2.638799601,0.399247807,1.257818899,2.811650925,1.220005504,3.273739341,4.440791515,0.536104726,0.096173002,0.901091521,3.774393445,1.682820453,22.32200792
Australia,AUS,1990,4.893270426,156.3542615,184.8536832,1341.340668,4.575054748,421.8031264,29.18405446,10.02852245,12.53665757,6.952191017,4.573594672,2.522405088,21.98106595,2.496203275,1.97788432,1.236013754,3.433611869,0.362193563,1.480185022,3.670152823,2.31621714,3.313784292,8.163158212,0.772567479,0.146350413,1.249724764,3.95617893,1.555248344,30.15729859
Australia,AUS,1991,4.551987769,155.060292,185.9015767,1335.769028,4.419576473,416.9250532,29.19763207,10.29369246,12.54394409,6.886890128,4.540095055,2.495324427,21.66777378,2.478209984,2.041308045,1.203305751,3.417360693,0.349917102,1.475190775,3.573815209,2.259999648,3.376179263,7.859971745,0.767181559,0.136871674,1.237378093,3.949547456,1.579306015,29.58823713
Australia,AUS,1992,4.642075081,155.924811,189.4215237,1354.568958,4.412943841,414.7674403,29.46052996,10.70590218,12.58510596,6.927099361,4.56596009,2.497613848,21.67326865,2.470149269,2.15261083,1.198771298,3.405162961,0.351724582,1.482071535,3.543349234,2.216026252,3.447212464,7.723820327,0.775572236,0.130909995,1.231790168,4.014357618,1.666829413,29.57879426
Australia,AUS,1993,4.454080409,153.8236992,189.3917284,1351.011605,4.313273998,403.998905,29.05017397,11.05993757,12.25018535,6.877494283,4.50668797,2.440754242,21.21228937,2.403257966,2.23362545,1.149743259,3.324552212,0.339541415,1.448021231,3.480264039,2.099540789,3.450401448,7.417844983,0.763518793,0.122903918,1.198419964,3.986338675,1.693004625,29.05736026
Australia,AUS,1994,4.402968025,155.4697783,194.0170141,1375.479463,4.434097301,402.1891846,29.6429184,11.23694537,12.48701434,6.942235146,4.557749635,2.45466023,21.34315191,2.431954237,2.354628463,1.129738995,3.357639186,0.337320775,1.47281177,3.461946234,2.096543262,3.510854627,7.373715449,0.770038983,0.127200253,1.186663129,4.086583748,1.726285405,29.33512498
Australia,AUS,1995,4.289148139,152.7518948,193.2087919,1362.958121,4.392794193,388.7219464,29.26240841,10.99180228,12.1515779,6.89298822,4.516470331,2.404107549,20.82060244,2.402665407,2.418875196,1.085556629,3.306758415,0.329197894,1.447981134,3.401155864,1.989863232,3.488434003,7.119433392,0.751019915,0.12949973,1.156146771,4.042543917,1.73034297,28.83349654
Australia,AUS,1996,4.222406557,152.0695572,195.4279132,1368.571151,4.319055783,380.7094315,29.32080678,10.67100856,12.00249844,6.955198287,4.523295935,2.395940123,20.70544823,2.398732113,2.542239856,1.068065072,3.310608856,0.33044942,1.440747097,3.358077105,1.918869483,3.502032303,6.974109973,0.752385055,0.125516454,1.148577331,4.08989731,1.732744626,28.74593189
Australia,AUS,1997,4.097169533,149.6261407,195.2603451,1356.60407,4.115509739,365.8693402,29.13119257,10.23914143,11.77849701,6.935658843,4.491872868,2.329929265,20.33638564,2.368156176,2.665244914,1.029241641,3.26592169,0.331126733,1.428822743,3.319888998,1.839635814,3.473907287,6.765202047,0.726686012,0.121585477,1.123758215,4.064744028,1.695544954,28.22830243
Australia,AUS,1998,3.934970882,146.9661971,194.7696639,1346.802237,3.941657989,350.3142217,28.92586694,9.975787432,11.32827758,6.949428345,4.44595749,2.291850382,19.90035833,2.325503804,2.583120569,0.985406193,3.20613349,0.333296128,1.390332419,3.273565791,1.735424325,3.467444639,6.546129912,0.713179583,0.120181815,1.09884236,4.056002374,1.700908528,27.80430221
Australia,AUS,1999,3.887053779,143.7310165,193.5566071,1335.590475,3.879431351,334.0381762,28.42885349,9.718830277,10.82887347,6.917720951,4.409082415,2.208378813,19.34725374,2.240419651,2.704451568,0.949878855,3.125245574,0.337145528,1.350815014,3.232847666,1.626319178,3.439877174,6.286265723,0.687143016,0.118207119,1.073505964,4.003061182,1.68120953,27.14573828
Australia,AUS,2000,3.708558557,142.2465273,194.6106,1335.031652,3.781694841,325.9327899,28.08063361,9.589981011,10.78357718,6.91742638,4.390551105,2.159586878,19.00385326,2.193379681,2.823944172,0.917519758,3.139240556,0.344486281,1.353014746,3.197504663,1.611934261,3.419403861,6.115610106,0.672622505,0.107319931,1.058089566,3.986926876,1.655072834,26.76200323
Australia,AUS,2001,3.68314449,139.7648971,194.6631115,1327.386256,3.637225174,317.0403821,27.24396137,9.515502063,10.47738906,6.897057371,4.331977108,2.103111394,18.4398366,2.133447081,2.921778508,0.884317922,3.098915874,0.345862899,1.326833463,3.163045449,1.545421933,3.384375296,5.892433534,0.653694688,0.100070127,1.034294462,3.960321221,1.639987423,26.31623878
Australia,AUS,2002,3.640838502,139.0702623,196.9769021,1337.499722,3.562827442,313.5845726,27.11969572,9.519375702,10.48024598,6.951324385,4.313736873,2.072471954,18.05953691,2.103602401,3.050243455,0.853674231,3.125544056,0.357893095,1.35150417,3.135686604,1.521649328,3.366183812,5.812081564,0.647222567,0.098209891,1.015481146,3.994088868,1.6336895,26.14758162
Australia,AUS,2003,3.627417275,136.3158648,196.0268044,1325.211758,3.376585626,304.9282047,26.84850892,9.535968554,10.055423,6.996506412,4.23083158,2.019564178,17.46489079,2.037132614,3.058062616,0.821398591,3.03012697,0.356344624,1.299675144,3.049655978,1.47531315,3.31373445,5.604081671,0.637741152,0.093125875,0.985904703,4.005129748,1.604323237,25.67111862
Australia,AUS,2004,3.617799213,134.1045454,195.8503953,1317.821835,3.262200799,299.3680122,26.3410711,9.518221097,9.81230668,7.026025234,4.163535908,1.947880692,16.88648264,1.982388061,3.167137496,0.787702604,3.013468835,0.361738406,1.278956604,2.989225359,1.437976252,3.302010964,5.408605238,0.629986384,0.089242651,0.960269935,3.978834479,1.570643802,25.3259914
Australia,AUS,2005,3.634316282,131.253824,194.5644001,1301.649539,3.174530209,293.2336543,25.74836488,9.506943191,9.396139384,7.035757626,4.101860035,1.89719034,16.29759524,1.926942496,3.28168399,0.755993047,2.915965492,0.362671369,1.233268622,2.92749951,1.383213165,3.270155917,5.176254297,0.62219223,0.089179738,0.945120671,3.935085018,1.565161583,24.80666089
Australia,AUS,2006,3.482738422,129.196907,194.6909182,1295.379948,3.019206173,287.8808826,25.38686447,9.425408793,9.278163446,7.029113427,4.040435103,1.860858555,15.86484427,1.900309406,3.410630823,0.73020025,2.865245801,0.374241714,1.226957385,2.880907263,1.38175048,3.25022115,5.046415845,0.612681218,0.086671133,0.928482826,3.896874472,1.548319731,24.366873
Australia,AUS,2007,3.351338421,130.0910582,198.8174239,1312.015496,2.971981128,291.4690498,25.49876165,9.450278233,9.342879337,7.2058884,4.089410206,1.890670571,15.88168917,1.916091475,3.609957771,0.727108662,2.877907064,0.388171729,1.244165063,2.889489051,1.393456135,3.276466649,5.03787942,0.615300839,0.087961213,0.942075611,3.951828247,1.571670684,24.64297615
Australia,AUS,2008,3.28331908,129.1751586,199.7955239,1314.877539,2.921420787,288.328261,25.16531852,9.381936996,9.231766178,7.246419156,4.118842189,1.881687383,15.65538024,1.898133388,3.681255708,0.716950299,2.840030789,0.397553757,1.232761104,2.89332365,1.367851596,3.282508171,4.965947075,0.611569752,0.085629599,0.946499411,3.981264904,1.570239897,24.5508477
Australia,AUS,2009,3.240013344,127.4620902,199.2229293,1298.698012,2.915850404,285.5874493,25.10642106,9.135005045,9.283242126,7.236629809,4.11662434,1.849688917,15.29175067,1.867635367,3.851266303,0.690599118,2.827327015,0.405374949,1.234909719,2.86656761,1.359655099,3.274999946,4.822639035,0.599671436,0.085580875,0.95356419,3.935922797,1.565964436,24.04823978
Australia,AUS,2010,3.170767241,125.3624442,198.169759,1285.107874,2.939902372,280.9051974,24.42719887,8.914043041,9.002716731,7.26471307,4.124593974,1.816517654,14.89740043,1.814143224,3.977154339,0.675169014,2.722816501,0.401234558,1.203711732,2.845573494,1.307778696,3.250514638,4.719028424,0.585359236,0.084185781,0.947260014,3.91010075,1.566433349,23.44582816
Australia,AUS,2011,2.992488908,123.6655594,197.9247775,1274.354831,2.872496297,277.8259365,23.77466223,8.633489249,9.008898312,7.245257466,4.106701239,1.817713621,14.60254697,1.804860537,4.092564805,0.642022726,2.69805027,0.411903083,1.210745057,2.812309727,1.300956459,3.254061124,4.576183348,0.572775042,0.080907495,0.942173442,3.856206473,1.594720765,23.02050029
Australia,AUS,2012,2.863546958,120.2327429,194.956793,1241.867713,2.798683051,272.05609,22.81452516,8.308918446,8.703754811,7.14615537,4.041220658,1.787598829,14.05937231,1.74209009,4.141378563,0.610287494,2.614448572,0.406297987,1.184715615,2.74891486,1.251741276,3.217530853,4.370774779,0.550143502,0.078524128,0.924505456,3.712912706,1.581998922,22.27422162
Australia,AUS,2013,2.930113973,118.9501941,195.0861255,1224.014783,2.798585403,272.1542055,22.69607245,8.053092563,8.684502946,7.123658688,4.045048947,1.783843575,13.81571129,1.699469487,4.255080328,0.596997295,2.593939567,0.40939016,1.183246907,2.705465608,1.237272442,3.212267631,4.278426567,0.540959823,0.074932678,0.924985357,3.669950899,1.596809714,21.90846643
Australia,AUS,2014,2.835591118,119.7082585,198.7257591,1226.250002,2.725804054,275.5378244,22.97648776,7.942938745,8.76495504,7.198723021,4.104371901,1.789984363,13.90706562,1.684066204,4.405680206,0.600137377,2.619078185,0.414117101,1.208347887,2.730699396,1.256187229,3.231703392,4.300462803,0.543537499,0.077780248,0.942290262,3.709844183,1.618280692,21.98052699
Australia,AUS,2015,2.892326339,120.1999837,202.0648283,1232.169101,2.765381272,276.4056861,23.18210891,8.016726604,8.707195055,7.270273936,4.152766326,1.766477057,14.04821331,1.66653006,4.459166631,0.607406604,2.586599125,0.408419511,1.21419182,2.767572692,1.25019523,3.221598862,4.381363817,0.551970664,0.079495027,0.943101216,3.752285163,1.640252285,21.834595
Australia,AUS,2016,2.887628437,119.9256307,204.1286682,1225.883602,2.745674343,277.0595138,23.21713151,8.106189095,8.632051781,7.255333896,4.151439143,1.761961764,14.08146638,1.663099628,4.380841928,0.607758101,2.575449868,0.403306962,1.196414685,2.764205044,1.231007179,3.23478367,4.34154564,0.55217103,0.078400253,0.941126858,3.735528018,1.631776065,21.67809642
Australia,AUS,2017,2.873062547,121.6075309,209.8897556,1235.144478,2.678464381,281.8434099,22.9213793,8.268779594,8.645485308,7.357688195,4.179647175,1.779725526,14.37254205,1.678328574,4.380257682,0.624833168,2.597806857,0.405039661,1.204154389,2.803834358,1.228593497,3.279602829,4.418882641,0.560749521,0.078472666,0.954115876,3.822812388,1.650660455,22.08197753
Austria,AUT,1990,4.96946009,160.1763344,248.8384912,1431.10042,3.466808288,431.8204269,33.39541763,7.761950727,14.55282984,9.176013889,3.412415073,1.966857853,21.83073509,4.395479125,4.616405142,1.681276309,5.380292063,0.788431864,1.91349791,4.41871883,3.792150627,4.596699557,15.30505771,0.429476724,0.1472422,0.978393096,2.18241552,0.82882798,27.55079205
Austria,AUT,1991,4.91060131,160.8254229,250.5300354,1423.883606,3.352805376,429.5432395,33.3911919,7.917409603,14.48540363,9.325549753,3.453145912,2.03019611,21.96826129,4.312793262,4.764536089,1.706914812,5.269466911,0.787495173,1.864693972,4.381649033,3.628208439,4.585004324,14.99288865,0.421702123,0.149356413,1.003247961,2.252028229,0.797878634,28.10393031
Austria,AUT,1992,4.84944739,159.5031048,249.3983643,1402.608833,3.412648925,420.8967063,32.7953094,7.925883291,14.46149283,9.445203916,3.507113753,2.048779361,21.75878079,4.194258046,4.844106463,1.655802492,5.206337683,0.75975888,1.838388937,4.315927057,3.541865844,4.490365832,14.37604367,0.41241088,0.142719639,1.023267772,2.240181521,0.807661073,27.86042849
Austria,AUT,1993,4.444748842,159.2115265,249.3880904,1387.796428,3.637832809,416.9159001,33.04106618,7.976456808,14.65291672,9.54756362,3.542233267,2.064307378,21.70851673,4.084441867,4.943956802,1.630391,5.163889208,0.770487663,1.819858913,4.249152031,3.472363311,4.406272241,13.97019189,0.412226894,0.13918559,1.037013677,2.23521737,0.76959334,27.86259452
Austria,AUT,1994,4.317423128,155.7595983,245.304788,1355.899773,3.562650544,403.6603213,32.74645228,7.950555421,14.33104748,9.568059076,3.570102583,2.061778075,21.10777161,3.899940237,4.986404621,1.558109349,4.999316446,0.754511918,1.778933451,4.115056866,3.262091894,4.303535697,13.18311729,0.40556789,0.12916651,1.03046343,2.217015443,0.722616706,27.26479073
Austria,AUT,1995,3.968228795,153.8261002,245.0606099,1343.777468,3.257147229,401.1429279,32.31767475,8.053393162,14.01922248,9.534283957,3.540981631,2.121494498,20.72660165,3.752570224,5.08007392,1.548858572,4.853314656,0.731257904,1.715391279,4.07655715,3.099771624,4.135480549,12.51714817,0.408851706,0.126681866,1.081004696,2.265648413,0.696796084,27.30057378
Austria,AUT,1996,3.790853805,152.2564814,244.0762602,1328.41991,3.243367747,400.4481157,32.03221278,8.06424119,13.9371645,9.463239507,3.622512381,2.116172985,20.47565867,3.67218142,5.233618767,1.498777575,4.794495566,0.727409429,1.664786514,3.955897536,2.938167878,4.049385144,11.92254881,0.401696045,0.11776889,1.113978713,2.308065515,0.656180969,27.1845176
Austria,AUT,1997,3.652634719,147.2423776,237.959534,1293.326308,3.163729219,383.1032676,30.27828258,8.052027304,13.05619303,9.337158106,3.585487342,2.085958561,19.63584873,3.485308239,5.089513712,1.430842831,4.488403637,0.704449897,1.567341557,3.905288756,2.685796297,3.924968824,10.98170832,0.391954364,0.1094373,1.089650624,2.290842266,0.600491489,26.53671433
Austria,AUT,1998,3.639941289,145.3015972,236.3488369,1280.465519,3.0970116,373.1176877,29.74122173,7.995952208,12.89428933,9.241529311,3.607766284,2.141617539,19.21486669,3.41312112,5.103459947,1.405908513,4.403939351,0.716820833,1.54290674,3.884139144,2.573879222,3.822692097,10.3678611,0.401620674,0.10968247,1.12547668,2.321989145,0.579538642,26.20390363
Austria,AUT,1999,3.474114432,142.8629113,234.4686435,1264.014373,3.008806807,363.8875091,29.39993416,7.964594898,12.8621937,9.186408265,3.574040088,2.118259164,18.76143799,3.26643601,5.144686399,1.355797911,4.314602233,0.676938492,1.56599294,3.824277893,2.576956625,3.76015153,9.752051559,0.401232707,0.10708765,1.17128802,2.29626375,0.551650274,25.40830492
Austria,AUT,2000,3.509980654,139.978868,232.9610354,1248.587058,2.989723079,356.8887488,29.18588582,7.839926982,12.59138797,9.108240189,3.608927603,2.119049107,18.08358421,3.12786565,5.19357322,1.312538848,4.195331075,0.651150504,1.541050485,3.729531094,2.417472367,3.719465172,9.169543369,0.396897944,0.108729502,1.22313724,2.270593679,0.532947551,24.91283359
Austria,AUT,2001,3.469376157,136.1020957,228.6584259,1221.063475,2.85167795,345.635855,28.53613858,7.678846552,11.96800334,8.945288388,3.628421751,2.064160671,17.33627042,2.965608951,5.20395842,1.269241447,4.055557781,0.628430042,1.499590824,3.680663022,2.245946725,3.657731515,8.561450197,0.400012198,0.105729494,1.252153285,2.291537396,0.515979937,24.11346532
Austria,AUT,2002,3.248165967,134.5465955,228.5458927,1217.382825,2.869402594,342.4342108,28.00149807,7.506441581,11.79277601,8.894591463,3.674666467,2.064667317,17.0149604,2.809544249,5.127372419,1.232442471,3.975039734,0.596445334,1.490091669,3.632873667,2.202931783,3.703970331,8.266913589,0.386324266,0.108979943,1.308090277,2.330193511,0.531187198,23.88210337
Austria,AUT,2003,3.271985758,133.5034583,228.8896644,1217.527999,3.002000058,340.7448996,27.52947203,7.337071501,11.8768861,8.894880763,3.705487038,1.992056838,16.69088343,2.757460793,5.185274893,1.160612798,3.998354996,0.586842315,1.498114465,3.582047724,2.168672197,3.712302843,8.074786395,0.399272134,0.114335771,1.364957245,2.294549385,0.561253429,23.37914784
Austria,AUT,2004,3.209346802,130.2150478,225.7422989,1195.92056,3.019818763,337.1457422,26.54547343,7.184580386,11.19642134,8.825213207,3.698424326,1.965117796,15.92021373,2.644062589,5.188279921,1.134180362,3.813453226,0.548898024,1.410277167,3.499314718,1.9959916,3.641293892,7.712925542,0.416888011,0.11534097,1.378594385,2.289101307,0.608362184,23.03221978
Austria,AUT,2005,3.117837199,128.734445,226.7505268,1201.537843,2.92913013,335.2967151,26.26063271,7.037008687,11.1740821,8.831766654,3.674215193,1.924804736,15.49496125,2.569227178,5.19846084,1.078032519,3.724221633,0.536794193,1.396730308,3.433590069,1.9668449,3.596991664,7.473382294,0.44353242,0.120694568,1.362201003,2.297031997,0.635372517,22.80130041
